"","Player","Team","Season","Position","Minutes","Dribbling","Fouling","Interrupting","Passing","Receiving","Shooting","Goals Added"
"","Jack Jewsbury","POR","2016","DM","1651","-0.74","-0.04","0.20","0.23","-0.55","-0.30","-1.19"
"","Marvin Loría","POR","2023","W","855","-0.60","-0.03","0.03","-0.39","-0.06","-0.14","-1.20"
"","Jorge Villafaña","POR","2019","FB","2142","-0.04","0.05","-0.63","-0.23","-0.23","-0.13","-1.21"
"","Will Johnson","POR","2014","DM","2690","-0.13","0.09","-0.19","-1.38","-0.13","0.50","-1.24"
"","Michael Harrington","POR","2013","FB","3192","0.06","0.01","-0.42","0.12","-0.72","-0.36","-1.32"
"","Dario Zuparic","POR","2021","CB","2993","0.09","0.21","-0.59","-0.54","-0.37","-0.14","-1.34"
"","Diego Chara","POR","2024","DM","2728","-0.07","-0.49","-0.10","0.30","-0.53","-0.48","-1.37"
"","José Van Rankin","POR","2022","FB","2087","0.04","0.05","-0.68","-0.80","-0.19","0.04","-1.52"
"","Nat Borchers","POR","2016","CB","1960","-0.18","-0.07","-1.17","-0.28","0.18","-0.03","-1.55"
"","Jaroslaw Niezgoda","POR","2023","ST","755","-0.02","-0.07","0.10","-0.65","-0.77","-0.29","-1.70"
"","Dario Zuparic","POR","2023","CB","3107","-0.03","0.28","-0.86","-0.90","-0.24","-0.15","-1.89"
"","Dario Zuparic","POR","2022","CB","2455","-0.03","0.14","-1.74","-0.31","-0.59","-0.33","-2.86"
